label,seed,step,mean_skill,peak_skill
BROAD,10,150,0.3319065202849147,0.46904853261586865
BROAD,10,200,0.3347624268011193,0.48540464050604354
BROAD,10,250,0.34126718572816084,0.49513677864173
BROAD,10,300,0.34642559941713325,0.5040294861224867
BROAD,11,0,0.3258620367628043,0.5110833584365526
BROAD,11,50,0.3327423239888781,0.5047756087402642
BROAD,11,100,0.34500186909976044,0.5117562823902699
BROAD,11,150,0.3581200346184797,0.5256958983548153
BROAD,11,200,0.36479675776378084,0.5282687923452951
BROAD,11,250,0.3688886783395942,0.5321474061465349
BROAD,11,300,0.3689621184470735,0.5257539908607199
BROAD,12,0,0.326440504445129,0.489677799916643
BROAD,12,50,0.33115629138431746,0.49533692386255274
BROAD,12,100,0.3461631833946784,0.5163265542249664
BROAD,12,150,0.3553916298178716,0.5156589739325542
BROAD,12,200,0.35906115195938526,0.5218912681149529
BROAD,12,250,0.3659472063812983,0.5227293837358652
BROAD,12,300,0.37447517863721247,0.5204749661475239
BROAD,13,0,0.311935313682257,0.5022599393775249
BROAD,13,50,0.31548326427901113,0.48619676126204625
BROAD,13,100,0.329144046828424,0.5046484429205546
BROAD,13,150,0.34047900070616266,0.495235101700383
BROAD,13,200,0.3482376561959318,0.48368269000116465
BROAD,13,250,0.3541180124764052,0.4862869830799038
BROAD,13,300,0.35606752725925594,0.4916712192315324
BROAD,14,0,0.32651631273190046,0.49907876334978096
BROAD,14,50,0.3297045659720842,0.49581407616954964
BROAD,14,100,0.33808855481125455,0.4798236873996099
BROAD,14,150,0.3436372102948176,0.47429812331120663
BROAD,14,200,0.3426147168929691,0.4642081002146523
BROAD,14,250,0.3441571967387066,0.45325517920149133
BROAD,14,300,0.3445078806628413,0.44656719803108486
BROAD,15,0,0.3176847195069501,0.4644909640692868
BROAD,15,50,0.3227862641769631,0.4626821822470365
BROAD,15,100,0.327147328855601,0.45585154639820025
BROAD,15,150,0.3275753016977392,0.4513667003860283
BROAD,15,200,0.33601532501307085,0.4661113141726571
BROAD,15,250,0.3415628212102821,0.4646783599823889
BROAD,15,300,0.34498575152765765,0.461579513663801
BROAD,16,0,0.3023817217926368,0.4689445542076025
BROAD,16,50,0.3089840613889147,0.47643247410959577
BROAD,16,100,0.31392744656488686,0.4751371874391557
BROAD,16,150,0.3198072689374176,0.46251595236943616
BROAD,16,200,0.32605296993672866,0.4488487559996536
BROAD,16,250,0.32836925096216246,0.44460347747617285
BROAD,16,300,0.3285169386336299,0.4366732011183283
BROAD,17,0,0.30714371401584695,0.4746038530113873
BROAD,17,50,0.30820828603734185,0.48031196246241203
BROAD,17,100,0.3115101728619776,0.46993764349816913
BROAD,17,150,0.31778743206483184,0.47437754425300077
BROAD,17,200,0.32045738679342256,0.47530105066747746
BROAD,17,250,0.32523022010704766,0.47132241695113464
BROAD,17,300,0.330615042295139,0.47830889349966343
BROAD,18,0,0.3223132619114435,0.47086400766504277
BROAD,18,50,0.32200743265395465,0.45856144074935157
BROAD,18,100,0.32195938458375567,0.449253271718266
BROAD,18,150,0.32492274857233305,0.43946234911869725
BROAD,18,200,0.3289987154061124,0.44534573992976256
BROAD,18,250,0.33588235187980897,0.45459783588736485
BROAD,18,300,0.3367246445310768,0.4526325132779146
BROAD,19,0,0.3249763480447164,0.5132492998836611
BROAD,19,50,0.32828217731781695,0.5123816069040736
BROAD,19,100,0.3408484579094652,0.5064366044081606
BROAD,19,150,0.35369296556388924,0.5071902305170154
BROAD,19,200,0.3588353894366018,0.5034479719713021
BROAD,19,250,0.363013553816818,0.4954139282666977
BROAD,19,300,0.3612994315299378,0.48645289615104487
BROAD,20,0,0.312481456394902,0.47167830035901026
BROAD,20,50,0.31900482298494753,0.46745311489515506
BROAD,20,100,0.33158678521194956,0.4771220969588869
BROAD,20,150,0.33634252077596066,0.4859525180766934
BROAD,20,200,0.3395427802027406,0.4850996723673584
BROAD,20,250,0.34395073683029875,0.4871742058179505
BROAD,20,300,0.3477860879397208,0.4846036069088988
BROAD,21,0,0.32790980728891633,0.48040004269067565
BROAD,21,50,0.3260706472637076,0.4729153291848531
BROAD,21,100,0.32817577931381525,0.47300156461883647
BROAD,21,150,0.3298573297980059,0.46945240825526247
BROAD,21,200,0.3324935777243839,0.47280770046637743
BROAD,21,250,0.3344462338331263,0.4680503190335213
BROAD,21,300,0.3430617181643185,0.4757131167011364
BROAD,22,0,0.3233180596252611,0.5299064858447846
BROAD,22,50,0.3295520095423487,0.5278062495973994
BROAD,22,100,0.34386269083046533,0.5205135938089847
