label,seed,fail_rate,gini,mean_actual,mean_reported,bias_gap,mean_reputation,reputation_variance,mean_reputation_lost,debunk_impact_rate,exploit_frac,explore_frac,train_frac
BROAD,22,0.6510228640192539,0.1034560480841471,0.8424455747384197,0.9499999999999998,0.1075544252615801,10.705312961790167,54.352639562492485,0.0,0.0,0.2978010190399571,0.2304237060874229,0.47177527487262
BROAD,23,0.6629464285714286,0.02760633861551276,0.8399510400357245,0.9499999999999998,0.11004895996427533,9.490846372309845,41.40640558577283,0.0,0.0,0.48551890587288815,0.18832126575489408,0.32615982837221774
BROAD,24,0.6694975230007078,0.1051831992850758,0.8444393257824601,0.9499999999999998,0.10556067421753978,8.634889045218632,38.29281557717578,0.004443670269661268,0.00030632356864445124,0.5263475462590507,0.17424242424242425,0.2994100294985251
BROAD,25,0.6720977596741344,0.09824046920821106,0.8319774086931997,0.9499999999999998,0.11802259130680015,11.111158015962367,48.36000141579009,0.005219159222923226,0.0002547571266026251,0.17424242424242425,0.26924108340037545,0.5565164923572004
BROAD,26,0.6436132674664785,0.12096627164995444,0.8384358966866252,0.9499999999999998,0.11156410331337463,8.763730259618852,45.27866166204627,0.006435173561833227,0.00036130022080863424,0.5158889782783588,0.18222043443282382,0.3018905872888174
BROAD,27,0.6458982346832814,0.10221653878942871,0.8399575603014983,0.9499999999999998,0.11004243969850158,9.619593560595446,43.24331531118774,0.000594064679927987,6.195587654836616e-05,0.3534459640654331,0.21936175918476802,0.42719227674979887
BROAD,28,0.6680497925311203,0.12494432071269479,0.8474242679152519,0.9499999999999998,0.1025757320847479,6.568923907867986,23.221802797749486,0.006003283808383837,0.00044708978165304835,0.6356932153392331,0.1417940466613033,0.22251273799946367
BROAD,29,0.6817507418397626,0.09085894405043327,0.8281701531734301,0.9499999999999998,0.12182984682656972,9.760675995893152,46.35045151749647,0.0,0.0,0.4952400107267364,0.18637704478412442,0.3183829444891392
FLAT,0,0.7259463722397477,0.06771300448430484,0.8413003169394129,0.9499999999999998,0.10869968306058697,4.052095347574205,7.673966794910936,0.0,0.0,0.9384553499597748,0.054706355591311345,0.006838294448913918
FLAT,1,0.7205468435866506,0.06785714285714284,0.8400652538006961,0.9499999999999998,0.10993474619930377,4.016699009318896,6.632884015226148,0.0011213882427878604,0.00015105727883272691,0.917538213998391,0.056114239742558324,0.026347546259050683
